budget_year,fund_type,department,branch,program,category,account_type,budget 
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Procurement,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Procurement,Intra-municipal Charges,Expense,48000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Procurement,Intra-municipal Recoveries,Expense,-2316000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Procurement,"Materials, Goods, and Supplies",Expense,340000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Procurement,Personnel,Expense,4875000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Procurement,Utilities and Other Charges,Expense,68000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Supply Chain Management,External Services,Expense,61000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Supply Chain Management,Fleet Services,Expense,130000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Supply Chain Management,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Supply Chain Management,Intra-municipal Charges,Expense,53000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Supply Chain Management,Intra-municipal Recoveries,Expense,-625000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Supply Chain Management,"Materials, Goods, and Supplies",Expense,492000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Supply Chain Management,Personnel,Expense,7018000.00
2024,Tax Supported,Financial and Corporate Services,Corporate Procurement and Supply Services,FCS/CPSS - Supply Chain Management,Utilities and Other Charges,Expense,30000.00
2024,Tax Supported,Financial and Corporate Services,Enterprise Commons,FCS/EC - Enterprise Commons Project Support,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Enterprise Commons,FCS/EC - Enterprise Commons Project Support,Intra-municipal Recoveries,Expense,-294000.00
2024,Tax Supported,Financial and Corporate Services,Enterprise Commons,FCS/EC - Enterprise Commons Project Support,"Materials, Goods, and Supplies",Expense,2000.00
2024,Tax Supported,Financial and Corporate Services,Enterprise Commons,FCS/EC - Enterprise Commons Project Support,Personnel,Expense,2324000.00
2024,Tax Supported,Financial and Corporate Services,Enterprise Commons,FCS/EC - Enterprise Commons Project Support,Utilities and Other Charges,Expense,10000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Budget Planning and Development,External Services,Expense,388000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Budget Planning and Development,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Budget Planning and Development,Intra-municipal Charges,Expense,29000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Budget Planning and Development,Intra-municipal Recoveries,Expense,-135000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Budget Planning and Development,"Materials, Goods, and Supplies",Expense,194000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Budget Planning and Development,Personnel,Expense,3489000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Budget Planning and Development,Utilities and Other Charges,Expense,81000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Business Financial Analytics,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Business Financial Analytics,Intra-municipal Charges,Expense,148000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Business Financial Analytics,Intra-municipal Recoveries,Expense,-1325000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Business Financial Analytics,Personnel,Expense,9439000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Corporate Accounting and Reporting,External Services,Expense,695000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Corporate Accounting and Reporting,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Corporate Accounting and Reporting,Intra-municipal Charges,Expense,150000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Corporate Accounting and Reporting,Intra-municipal Recoveries,Expense,-2382000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Corporate Accounting and Reporting,"Materials, Goods, and Supplies",Expense,344000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Corporate Accounting and Reporting,Personnel,Expense,7796000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Corporate Accounting and Reporting,Utilities and Other Charges,Expense,243000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Financial Operations,External Services,Expense,423000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Financial Operations,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Financial Operations,Intra-municipal Charges,Expense,148000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Financial Operations,Intra-municipal Recoveries,Expense,-89000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Financial Operations,"Materials, Goods, and Supplies",Expense,240000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Financial Operations,Personnel,Expense,4821000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Financial Operations,Utilities and Other Charges,Expense,90000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Investment Management,External Services,Expense,3000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Investment Management,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Investment Management,Intra-municipal Recoveries,Expense,-4000000.00
2024,Tax Supported,Financial and Corporate Services,Financial Services,FCS/FS - Investment Management,Personnel,Expense,1022000.00
2024,Enterprise/CRL,Financial and Corporate Services,Land Enterprise,FCS/LE - Land Development,External Services,Expense,735000.00
2024,Enterprise/CRL,Financial and Corporate Services,Land Enterprise,FCS/LE - Land Development,FTEs Only,Expense,0.00
2024,Enterprise/CRL,Financial and Corporate Services,Land Enterprise,FCS/LE - Land Development,Intra-municipal Charges,Expense,3246000.00
2024,Enterprise/CRL,Financial and Corporate Services,Land Enterprise,FCS/LE - Land Development,"Materials, Goods, and Supplies",Expense,14000.00
2024,Enterprise/CRL,Financial and Corporate Services,Land Enterprise,FCS/LE - Land Development,Personnel,Expense,973000.00
2024,Enterprise/CRL,Financial and Corporate Services,Land Enterprise,FCS/LE - Land Development,Utilities and Other Charges,Expense,27063000.00
2024,Enterprise/CRL,Financial and Corporate Services,Land Enterprise,FCS/LE - Land for Future Municipal Purposes,Intra-municipal Recoveries,Expense,-36212000.00
2024,Enterprise/CRL,Financial and Corporate Services,Land Enterprise,FCS/LE - Land for Future Municipal Purposes,Utilities and Other Charges,Expense,36212000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Business Solutions,External Services,Expense,100000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Business Solutions,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Business Solutions,Intra-municipal Recoveries,Expense,-6380000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Business Solutions,"Materials, Goods, and Supplies",Expense,10674000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Business Solutions,Personnel,Expense,10057000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Business Solutions,Utilities and Other Charges,Expense,40000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Information Security,External Services,Expense,250000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Information Security,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Information Security,Intra-municipal Charges,Expense,8000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Information Security,Intra-municipal Recoveries,Expense,-141000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Information Security,"Materials, Goods, and Supplies",Expense,2845000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Information Security,Personnel,Expense,2909000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Information Security,Utilities and Other Charges,Expense,12000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Infrastructure Operations,External Services,Expense,250000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Infrastructure Operations,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Infrastructure Operations,Intra-municipal Charges,Expense,43000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Infrastructure Operations,Intra-municipal Recoveries,Expense,-1625000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Infrastructure Operations,"Materials, Goods, and Supplies",Expense,5316000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Infrastructure Operations,Personnel,Expense,12352000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Infrastructure Operations,Utilities and Other Charges,Expense,2797000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Technology Project Management,External Services,Expense,50000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Technology Project Management,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Technology Project Management,Intra-municipal Charges,Expense,4000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Technology Project Management,Intra-municipal Recoveries,Expense,-2030000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Technology Project Management,"Materials, Goods, and Supplies",Expense,71000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Technology Project Management,Personnel,Expense,4442000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Technology Project Management,Utilities and Other Charges,Expense,18000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Technology Strategy and Planning,Debt,Expense,200000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Technology Strategy and Planning,External Services,Expense,314000.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Technology Strategy and Planning,FTEs Only,Expense,0.00
2024,Tax Supported,Financial and Corporate Services,Open City and Technology,FCS/OCT - Technology Strategy and Planning,Intra-municipal Charges,Expense,110000.00
